Egg.ID,Project.clutch.ID,Project.clutch.ID.x,Breeding.year,Analyses.breeding.habitat.type,Region.Country,Region.County,county,Region.central.longitude.coordinate,Region.central.latitude.coordinate,Clutch.size,Analyses.Clutch.Failure.Category,Incubation.type,Fertility,Hatching.outcome,Hatching.outcome.binomial,Analyses.Failed.egg.category,Embryo.stage,Ordinal.embryo.staging,Cooney.et.al.Phase.category
Wild.egg.385,Wild.Clutch.116,ECC_12.2023.Geltsdale.2,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.386,Wild.Clutch.118,ECC_12.2023.Geltsdale.7,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.387,Wild.Clutch.118,ECC_12.2023.Geltsdale.7,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.388,Wild.Clutch.118,ECC_12.2023.Geltsdale.7,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.389,Wild.Clutch.118,ECC_12.2023.Geltsdale.7,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.390,Wild.Clutch.119,ECC_12.2023.Geltsdale.8,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.391,Wild.Clutch.119,ECC_12.2023.Geltsdale.8,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.392,Wild.Clutch.119,ECC_12.2023.Geltsdale.8,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.393,Wild.Clutch.119,ECC_12.2023.Geltsdale.8,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.394,Wild.Clutch.120,ECC_12.2023.Geltsdale.9,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.395,Wild.Clutch.120,ECC_12.2023.Geltsdale.9,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.396,Wild.Clutch.120,ECC_12.2023.Geltsdale.9,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.397,Wild.Clutch.120,ECC_12.2023.Geltsdale.9,2023,Grassland,England,Cumbria,['Cumbria'],-2.9021,54.6364,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.398,Wild.Clutch.121,ECC_14.2023.NE23_5,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Failed,Wild,Fertile,Unhatched,0,Failed,43,43,Phase.3
Wild.egg.399,Wild.Clutch.121,ECC_14.2023.NE23_5,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.400,Wild.Clutch.121,ECC_14.2023.NE23_5,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.401,Wild.Clutch.121,ECC_14.2023.NE23_5,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.402,Wild.Clutch.122,ECC_17.2023.F2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.403,Wild.Clutch.122,ECC_17.2023.F2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.404,Wild.Clutch.122,ECC_17.2023.F2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.405,Wild.Clutch.122,ECC_17.2023.F2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.406,Wild.Clutch.123,ECC_17.2023.GD1,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.407,Wild.Clutch.123,ECC_17.2023.GD1,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.408,Wild.Clutch.123,ECC_17.2023.GD1,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.409,Wild.Clutch.124,ECC_17.2023.GD2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Predated,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.410,Wild.Clutch.124,ECC_17.2023.GD2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Predated,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.411,Wild.Clutch.125,ECC_17.2023.NE05_1,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.412,Wild.Clutch.125,ECC_17.2023.NE05_1,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.413,Wild.Clutch.125,ECC_17.2023.NE05_1,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.414,Wild.Clutch.125,ECC_17.2023.NE05_1,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.415,Wild.Clutch.126,ECC_17.2023.NE05_5,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.416,Wild.Clutch.126,ECC_17.2023.NE05_5,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.417,Wild.Clutch.126,ECC_17.2023.NE05_5,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Unknown,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.418,Wild.Clutch.127,ECC_17.2023.NE12_2,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.419,Wild.Clutch.127,ECC_17.2023.NE12_2,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.420,Wild.Clutch.127,ECC_17.2023.NE12_2,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.421,Wild.Clutch.127,ECC_17.2023.NE12_2,2023,Grassland,England,Oxfordshire,['Oxfordshire'],-1.2915,51.7716,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.422,Wild.Clutch.128,ECC_17.2023.P2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.423,Wild.Clutch.128,ECC_17.2023.P2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.424,Wild.Clutch.128,ECC_17.2023.P2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.425,Wild.Clutch.128,ECC_17.2023.P2,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.426,Wild.Clutch.129,ECC_17.2023.P3,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.427,Wild.Clutch.129,ECC_17.2023.P3,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.428,Wild.Clutch.129,ECC_17.2023.P3,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.429,Wild.Clutch.129,ECC_17.2023.P3,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.430,Wild.Clutch.130,ECC_17.2023.P5,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.431,Wild.Clutch.130,ECC_17.2023.P5,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.432,Wild.Clutch.130,ECC_17.2023.P5,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.433,Wild.Clutch.130,ECC_17.2023.P5,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.434,Wild.Clutch.131,ECC_17.2023.P6,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.435,Wild.Clutch.131,ECC_17.2023.P6,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.436,Wild.Clutch.131,ECC_17.2023.P6,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.437,Wild.Clutch.131,ECC_17.2023.P6,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.438,Wild.Clutch.132,ECC_17.2023.P7,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.439,Wild.Clutch.132,ECC_17.2023.P7,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.440,Wild.Clutch.132,ECC_17.2023.P7,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.441,Wild.Clutch.132,ECC_17.2023.P7,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.442,Wild.Clutch.133,ECC_17.2023.YI2,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.443,Wild.Clutch.133,ECC_17.2023.YI2,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.444,Wild.Clutch.133,ECC_17.2023.YI2,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.445,Wild.Clutch.133,ECC_17.2023.YI2,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.446,Wild.Clutch.134,ECC_17.2023.YI3,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,2,Failed,Wild,Fertile,Unhatched,0,Failed,45,45,Phase.3
Wild.egg.447,Wild.Clutch.134,ECC_17.2023.YI3,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,2,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.448,Wild.Clutch.135,ECC_17.2023.YI4,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.449,Wild.Clutch.135,ECC_17.2023.YI4,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.450,Wild.Clutch.135,ECC_17.2023.YI4,2023,Grassland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.451,Wild.Clutch.136,ECC_17.2023.YI5,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.452,Wild.Clutch.136,ECC_17.2023.YI5,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.453,Wild.Clutch.136,ECC_17.2023.YI5,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.454,Wild.Clutch.136,ECC_17.2023.YI5,2023,Wetland,Wales,Conwy County Borough,['Conwy'],-3.7465,53.1474,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.455,Wild.Clutch.137,ECC_19.2023.CM,2023,NA,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Failed,Wild,Fertile,Unhatched,0,Failed,45,45,Phase.3
Wild.egg.456,Wild.Clutch.137,ECC_19.2023.CM,2023,NA,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Failed,Wild,Fertile,Unhatched,0,Failed,45,45,Phase.3
Wild.egg.457,Wild.Clutch.137,ECC_19.2023.CM,2023,NA,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Failed,Wild,Fertile,Unhatched,0,Failed,NA,NA,NA
Wild.egg.458,Wild.Clutch.137,ECC_19.2023.CM,2023,NA,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.459,Wild.Clutch.138,ECC_19.2023.DHN,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.460,Wild.Clutch.138,ECC_19.2023.DHN,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.461,Wild.Clutch.138,ECC_19.2023.DHN,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.462,Wild.Clutch.138,ECC_19.2023.DHN,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.463,Wild.Clutch.139,ECC_19.2023.HH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Failed,Wild,Unknown,Unhatched,0,Failed,Unknown,NA,NA
Wild.egg.464,Wild.Clutch.139,ECC_19.2023.HH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.465,Wild.Clutch.139,ECC_19.2023.HH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.466,Wild.Clutch.139,ECC_19.2023.HH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Failed,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.467,Wild.Clutch.140,ECC_19.2023.NH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.468,Wild.Clutch.140,ECC_19.2023.NH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.469,Wild.Clutch.140,ECC_19.2023.NH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,3,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.470,Wild.Clutch.141,ECC_19.2023.RH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.471,Wild.Clutch.141,ECC_19.2023.RH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.472,Wild.Clutch.141,ECC_19.2023.RH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.473,Wild.Clutch.141,ECC_19.2023.RH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.474,Wild.Clutch.142,ECC_19.2023.SH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.475,Wild.Clutch.142,ECC_19.2023.SH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.476,Wild.Clutch.142,ECC_19.2023.SH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.477,Wild.Clutch.142,ECC_19.2023.SH,2023,Wetland,England,Hampshire,['Hampshire'],-1.2474,51.0448,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.478,Wild.Clutch.143,ECC_20.2023.24,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.479,Wild.Clutch.143,ECC_20.2023.24,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.480,Wild.Clutch.143,ECC_20.2023.24,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.481,Wild.Clutch.143,ECC_20.2023.24,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.482,Wild.Clutch.144,ECC_20.2023.26,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.483,Wild.Clutch.144,ECC_20.2023.26,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.484,Wild.Clutch.144,ECC_20.2023.26,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.485,Wild.Clutch.144,ECC_20.2023.26,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.abandoned.10,Wild.Clutch.145,ECC_20.2023.27,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Abandoned,Wild,Fertile,Unhatched,0,Abandoned,45,45,Phase.3
Wild.abandoned.11,Wild.Clutch.145,ECC_20.2023.27,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Abandoned,Wild,Unknown,Unhatched,0,Abandoned,Unknown,NA,NA
Wild.egg.486,Wild.Clutch.145,ECC_20.2023.27,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Abandoned,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.487,Wild.Clutch.145,ECC_20.2023.27,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Abandoned,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.488,Wild.Clutch.146,ECC_20.2023.28,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.489,Wild.Clutch.146,ECC_20.2023.28,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.490,Wild.Clutch.146,ECC_20.2023.28,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.491,Wild.Clutch.146,ECC_20.2023.28,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.492,Wild.Clutch.147,ECC_20.2023.29,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.493,Wild.Clutch.147,ECC_20.2023.29,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.494,Wild.Clutch.147,ECC_20.2023.29,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.495,Wild.Clutch.147,ECC_20.2023.29,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.496,Wild.Clutch.148,ECC_20.2023.31,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.497,Wild.Clutch.148,ECC_20.2023.31,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.498,Wild.Clutch.148,ECC_20.2023.31,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.499,Wild.Clutch.148,ECC_20.2023.31,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.500,Wild.Clutch.149,ECC_20.2023.33,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.501,Wild.Clutch.149,ECC_20.2023.33,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.502,Wild.Clutch.149,ECC_20.2023.33,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.503,Wild.Clutch.149,ECC_20.2023.33,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Hatched,Wild,Fertile,Hatched,1,Hatched,Hatched,46,Phase.4
Wild.egg.504,Wild.Clutch.152,ECC_20.2023.37,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Failed,Wild,Fertile,Unhatched,0,Failed,38,38,Phase.3
Wild.egg.505,Wild.Clutch.152,ECC_20.2023.37,2023,Wetland,Scotland,Inverness ('Highland'),['Highland'],-4.661,57.5866,4,Failed,Wild,Fertile,Unhatched,0,Failed,NA,NA,NA
